시설명,업종명,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,운반용차량보유여부,저장시설보유여부,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
태하약품,일반종합도매,"경상남도 창원시 마산합포구 현동7길 28, 3층 302-1호 (현동)",경상남도 창원시 마산합포구 현동 377 3층 302-1호,35.14999218,128.5544031,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
피피팜,일반종합도매,"경상남도 창원시 마산합포구 진동면 동촌길 185, 101동 706호 (마산 신화하니엘 더 마린)",경상남도 창원시 마산합포구 진동면 진동리 201 마산 신화하니엘 더 마린 101동 706호,35.11160134,128.4882958,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
동성약품,일반종합도매,"경상남도 창원시 마산회원구 3·15대로 874, 더 마크원 오피스텔 1304호 (구암동)",경상남도 창원시 마산회원구 구암동 78-5 더 마크원 오피스텔,35.2466921,128.5920656,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
도경약품,일반종합도매,"경상남도 창원시 마산회원구 회성남8길 137, 3층 302호 (회성동)",경상남도 창원시 마산회원구 회성동 129-3 302호,35.23199703,128.556838,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
한성약품,일반종합도매,"경상남도 창원시 마산회원구 회성남8길 137, 3층 301호 (회성동)",경상남도 창원시 마산회원구 회성동 129번지 3호 301호,35.23199703,128.556838,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
명지약품,일반종합도매,"경상남도 창원시 마산회원구 회성남8길 137, 3층 306호 (회성동)",경상남도 창원시 마산회원구 회성동 129번지 3호,35.23199703,128.556838,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)대명메디컬,일반종합도매,"경상남도 창원시 마산회원구 회성남8길 137, 지상3층 312호 (회성동)",경상남도 창원시 마산회원구 회성동 129-3,35.23199703,128.556838,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
명진약품,일반종합도매,"경상남도 창원시 마산회원구 내서읍 숲속로 20-2, 그린빌딩 2층 202호",경상남도 창원시 마산회원구 내서읍 삼계리 507번지 7호 202호,35.22991348,128.4968168,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
메디로직스,일반종합도매,"경상남도 창원시 마산회원구 회성남8길 137, 1,2층 (회성동)",경상남도 창원시 마산회원구 회성동 129번지 3호,35.23199703,128.556838,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
그린메디,일반종합도매,"경상남도 창원시 마산회원구 내서읍 숲속로 13-1, 삼계숲속독서실 1층 101호",경상남도 창원시 마산회원구 내서읍 삼계리 527번지 삼계숲속독서실,35.23045591,128.4975555,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)일성약품,일반종합도매,"경상남도 창원시 마산회원구 회성남8길 137, 메디로직스 3층 310호 (회성동)",경상남도 창원시 마산회원구 회성동 129번지 3호,35.23199703,128.556838,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
새봄약품,일반종합도매,경상남도 창원시 마산합포구 교방시장2길 21 (교방동),경상남도 창원시 마산합포구 교방동 511 교방주공시장㈜,35.21671033,128.562357,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
슈퍼케미칼,일반종합도매,"경상남도 창원시 마산합포구 회원동북로 70, 지상2층 (산호동)",경상남도 창원시 마산합포구 산호동 49-4,35.21814841,128.5800206,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
시지팜,일반종합도매,"경상남도 창원시 마산회원구 합포로 274, 한진오피스텔 311호 (양덕동)",경상남도 창원시 마산회원구 양덕동 153-8 한진오피스텔 311호,35.22164019,128.5875528,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
에스메디팜 주식회사,일반종합도매,경상남도 창원시 마산회원구 회성남7길 27 (회성동),경상남도 창원시 마산회원구 회성동 446번지 2호,35.23260793,128.5572417,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)삼진산업가스,기타(의료용 고압가스),경상남도 창원시 마산합포구 진동면 입곡길 176,경상남도 창원시 마산합포구 인곡리 784-2,35.13805027,128.513312,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)디아이팜,일반종합도매,경상남도 창원시 마산회원구 내서읍 중리공단로 105 (공단편의점),경상남도 창원시 마산회원구 내서읍 중리 1127-10,35.24074932,128.5092107,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
와이지메디컬,일반종합도매,"경상남도 창원시 마산합포구 용마로 47, 지상2층 201호 (산호동)",경상남도 창원시 마산합포구 산호동 49-5,35.21808728,128.5798368,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
도성종합가스,기타(의료용 고압가스),경상남도 창원시 마산합포구 진북면 진북산업로 489 (도성산소),경상남도 창원시 마산합포구 진북면 추곡리 577-3,35.15728362,128.4746311,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
제이팜,일반종합도매,"경상남도 창원시 마산회원구 양덕천길 47 (양덕동, 유한미소안아파트)",경상남도 창원시 마산회원구 양덕동 49-2,35.23129865,128.5871174,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)대원투팜,일반종합도매,경상남도 창원시 마산회원구 삼호로 269-1 (회성동),경상남도 창원시 마산회원구 회성동 467-5,35.23214386,128.5651517,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
제이앤팜,일반종합도매,"경상남도 창원시 마산합포구 북성로 87, 마산제일외과의원 지상3층 (상남동)",경상남도 창원시 마산합포구 상남동 1번지 66호 마산제일외과의원 지상3층,35.21500305,128.5704121,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
나은한약품,한약도매,"경상남도 창원시 마산합포구 어시장7길 126, 203호 (동성동)","경상남도 창원시 마산합포구 동성동 313, 203호",35.20410405,128.5787114,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
에이팜,일반종합도매,경상남도 창원시 마산회원구 내서읍 중리상곡로 134,경상남도 창원시 마산회원구 내서읍 중리 1036,35.25155229,128.5116096,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
명성약품,일반종합도매,"경상남도 창원시 마산회원구 석전동6길 37, 지상2층 202호 (석전동)",경상남도 창원시 마산회원구 석전동 258-7,35.22996465,128.5750931,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
동아에스티(주)창원지점,일반종합도매,경상남도 창원시 마산회원구 내서읍 중리공단로 187,경상남도 창원시 마산회원구 내서읍 중리 1119-14,35.24694663,128.5141576,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
㈜경남지오영,일반종합도매,경상남도 창원시 마산회원구 내서읍 호원로 411,경상남도 창원시 마산회원구 내서읍 평성리 491,35.26798306,128.5296114,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
신안당건재한약품,한약도매,경상남도 창원시 마산회원구 합성동11길 100 (합성동),경상남도 창원시 마산회원구 합성2동 322번지 26호,35.24067653,128.5875411,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
산들초한약품,한약도매,경상남도 창원시 마산회원구 석전동6길 6 (석전동),경상남도 창원시 마산회원구 석전2동 248번지 10호,35.23126392,128.575831,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
중앙한약품,한약도매,경상남도 창원시 마산합포구 3·15대로 248 (중앙동3가),경상남도 창원시 마산합포구 중앙동3가 4번지 34호,35.20027778,128.5675708,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
삼근당한약품,한약도매,"경상남도 창원시 마산합포구 산호시장길 12, 2층 (산호동)",경상남도 창원시 마산합포구 산호동 31번지 1호,35.21796769,128.5815411,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
화영산소,원료의약품도매,경상남도 창원시 마산회원구 양덕동2길 81 (양덕동),경상남도 창원시 마산회원구 양덕동 157-32,35.22488701,128.5884702,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
누리허브,한약도매,"경상남도 창원시 마산회원구 내서읍 중리상곡로 20, 204호 (백로아파트)",경상남도 창원시 마산회원구 내서읍 중리 1054번지,35.24351122,128.5051116,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)유성팜,일반종합도매,"경상남도 창원시 마산합포구 현동4길 5, 성원빌딩 3층 306호 (현동)",경상남도 창원시 마산합포구 현동 370번지 성원빌딩 3층 306호,35.15089596,128.5531936,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
삼신약품,일반종합도매,경상남도 창원시 마산회원구 양덕로 163 (양덕동),경상남도 창원시 마산회원구 양덕2동 65번지 2호,35.23253555,128.5824474,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)복산나이스 경남지점,일반종합도매,경상남도 창원시 마산회원구 내서읍 중리공단로 211,경상남도 창원시 마산회원구 내서읍 중리 1118-9,35.24825282,128.5164807,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)보람약품,일반종합도매,경상남도 창원시 마산회원구 내서읍 호원로 385,경상남도 창원시 마산회원구 내서읍 호계리 13번지 2호 상보빌딩 5층,35.26677122,128.5274318,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)대명약품,일반종합도매,경상남도 창원시 마산합포구 산호동2길 26 (산호동),경상남도 창원시 마산합포구 산호동 208-7,35.21738248,128.5881035,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
디케이팜,일반종합도매,경상남도 창원시 마산회원구 내서읍 중리1길 103,경상남도 창원시 마산회원구 중리 1033,35.24991856,128.5099682,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)정인약품,일반종합도매,경상남도 창원시 마산합포구 성호동1길 1 (추산동),경상남도 창원시 마산합포구 추산동 1-55,35.2105221,128.5721756,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
드림팜,일반종합도매,경상남도 창원시 마산합포구 해안대로 289 (신포동1가),경상남도 창원시 마산합포구 교방동 183-5,35.19925797,128.572988,영업,Y,N,,마산보건소,2023-07-11,5670000,경상남도 창원시
봉수당건재한약품,한약도매,경상남도 창원시 마산회원구 회원북21길 42 (회원동),경상남도 창원시 마산회원구회원2동 1011-47,35.22049264,128.5663035,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
한성당건재한약품,한약도매,경상남도 창원시 마산합포구 교방천북길 275 (상남동),경상남도 창원시 마산합포구 상남동 230-8,35.20955435,128.5767492,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
만수당건재한약품,한약도매,경상남도 창원시 마산합포구 문화남2길 61 (두월동3가),경상남도 창원시 마산합포구 두월3가 6-12,35.18513607,128.5597233,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
(주)평화산소,기타(의료용 고압가스),경상남도 창원시 마산합포구 진북면 정현공단길 113,경상남도 창원시 마산합포구 진북면 정현리 785-6,35.17552556,128.464023,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
평화당한약품,한약도매,경상남도 창원시 마산회원구 양덕북9길 3 (양덕동),경상남도 창원시 마산회원구 양덕1동 832-15,35.23590788,128.5876351,영업,Y,Y,,마산보건소,2023-07-11,5670000,경상남도 창원시
한신메디팜,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 305호 (용현동)",경기도 의정부시 용현동 209-17,37.73197075,127.0804029,영업,Y,Y,070-8830-3045,의정부시보건소,2024-07-15,3820000,경기도 의정부시
디에이팜,일반종합도매,"경기도 의정부시 시민로434번길 11, 3층 318호 (용현동)",경기도 의정부시 용현동 209번지 17호,37.73197075,127.0804029,영업,Y,Y,031-821-4770,의정부시보건소,2024-07-15,3820000,경기도 의정부시
주식회사 히어로팜,일반종합도매,"경기도 의정부시 전좌로156번길 24, 상가동 지1층 비01호 (호원동, 호원동한승미메이드아파트)",경기도 의정부시 호원동 289번지 7호 호원동한승미메이드아파트,37.72233318,127.0417214,영업,Y,Y,031-855-1020,의정부시보건소,2024-07-15,3820000,경기도 의정부시
(주)올댓팜,일반종합도매,"경기도 의정부시 동일로 713, 313호 (금오동)",경기도 의정부시 금오동 439,37.7504218104,127.0505001192,영업,Y,Y,031-592-7511,의정부시보건소,2024-07-15,3820000,경기도 의정부시
이지젠,일반종합도매,"경기도 의정부시 오목로205번길 21, 407호 (민락동)",경기도 의정부시 민락동 812-4,37.74498164,127.0973744,영업,Y,Y,031-853-4353,의정부시보건소,2024-07-15,3820000,경기도 의정부시
다원약품,일반종합도매,"경기도 의정부시 시민로434번길 11, 307호 (용현동)",경기도 의정부시 용현동 209번지 17호,37.73197075,127.0804029,영업,Y,Y,031-874-7774,의정부시보건소,2024-07-15,3820000,경기도 의정부시
케이디엠팜,일반종합도매,"경기도 의정부시 시민로434번길 11, 310호 (용현동)",경기도 의정부시 용현동 209번지 17호,37.73197075,127.0804029,영업,Y,Y,070-4114-9636,의정부시보건소,2024-07-15,3820000,경기도 의정부시
주식회사 다올약품,일반종합도매,"경기도 의정부시 월유로 13, 지석프라자 5층 509호 (산곡동)",경기도 의정부시 산곡동 0 지석프라자,37.72923476,127.1104675,영업,Y,Y,031-846-8424,의정부시보건소,2024-07-15,3820000,경기도 의정부시
